,election_year,election_type,Candidate Name,CanNameLast,CanNameFirst,Party,Office,District,Candidate_expenditure,Race_expenditure,Won_general,Place_general,VoteShare_general,TotalCanVotes_general,RaceVoterPool_general,Won_primary,Place_primary,VoteShare_primary,TotalCanVotes_primary,RaceVoterPool_primary,Won_runoff,Place_runoff,VoteShare_runoff,TotalCanVotes_runoff,RaceVoterPool_runoff
5842,2000,General,"Orlando, Myra ",Orlando,Myra ,REP,STR,84,10843.0,170592.06,0.0,2.0,0.2525924118579968,8282.0,32788.0,1.0,1.0,0.5031599416626155,1035.0,2057.0,,,,,
5865,2000,General,"Green, Beverly ",Green,Beverly ,REP,STR,84,6950.0,170592.06,1.0,1.0,0.9974046290041597,56108.0,56254.0,0.0,2.0,0.49684005833738454,1022.0,2057.0,,,,,
5911,2000,General,"Anderson, Scott Ryan",Anderson,Scott Ryan,NPA,STR,84,2249.14,170592.06,0.0,3.0,0.029797486885445895,977.0,32788.0,,,,,,,,,,
5897,2000,General,"DiLuglio, Beth Ellen",DiLuglio,Beth Ellen,LAW,STR,84,3076.44,170592.06,0.0,4.0,0.020983286568256678,688.0,32788.0,,,,,,,,,,
5630,2000,General,"Harper, James 'Hank'",Harper,James 'Hank',DEM,STR,84,114146.64,170592.06,,,,,,0.0,2.0,0.20108283703302654,1857.0,9235.0,,,,,
5786,2000,General,"Becton, Cinthia ",Becton,Cinthia ,DEM,STR,84,24785.18,170592.06,,,,,,0.0,1.0,0.3581911939706466,2709.0,7563.0,,,,,
5857,2000,General,"Greenspan, Roland I.",Greenspan,Roland I.,DEM,STR,84,8541.66,170592.06,,,,,,0.0,3.0,0.09612587597514213,727.0,7563.0,,,,,
5731,2000,General,"Carpenter, Cheryl A.",Carpenter,Cheryl A.,REP,STR,85,46164.99,185914.93,0.0,2.0,0.3705738966814916,17331.0,46768.0,,,,,,,,,,
5863,2000,General,"Stone, Dale R.",Stone,Dale R.,REP,STR,85,7318.94,185914.93,,,,,,,,,,,,,,,
5607,2000,General,"Frankel, Lois J.",Frankel,Lois J.,DEM,STR,85,132431.0,185914.93,1.0,1.0,0.6294261033185083,29437.0,46768.0,,,,,,,,,,
5960,2000,General,"Heeney, Ed ",Heeney,Ed ,REP,STR,86,-209.0,1991.0,,,,,,,,,,,,,,,
5912,2000,General,"Bucher, Susan ",Bucher,Susan ,DEM,STR,86,2200.0,1991.0,,,,,,,,,,,,,,,
5563,2000,General,"Andrews, William 'Bill' ",Andrews,William 'Bill' ,REP,STR,87,165021.71,268273.98,1.0,1.0,0.518359853121175,25410.0,49020.0,,,,,,,,,,
5687,2000,General,"Ingersoll, Joan ",Ingersoll,Joan ,DEM,STR,87,66391.28,268273.98,0.0,2.0,0.48164014687882495,23610.0,49020.0,1.0,1.0,0.5280352177942539,2279.0,4316.0,,,,,
5766,2000,General,"Meyer, Steve ",Meyer,Steve ,DEM,STR,87,31560.98,268273.98,,,,,,0.0,2.0,0.3447636700648749,1488.0,4316.0,,,,,
5881,2000,General,"Klasfeld, Sheldon (Shelly)",Klasfeld,Sheldon (Shelly),DEM,STR,87,5300.01,268273.98,,,,,,0.0,3.0,0.12720111214087118,549.0,4316.0,,,,,
5888,2000,General,"Smilan, Stan ",Smilan,Stan ,NPA,STR,88,4146.74,245818.76,0.0,2.0,0.1517339918309028,9770.0,64389.0,,,,,,,,,,
5620,2000,General,"Gannon, Anne M.",Gannon,Anne M.,DEM,STR,88,120991.31,245818.76,1.0,1.0,0.8482660081690973,54619.0,64389.0,0.0,2.0,0.26052200712703455,2705.0,10383.0,1.0,1.0,0.5155675063685253,3643.0,7066.0
5720,2000,General,"Nemo, Michele ",Nemo,Michele ,DEM,STR,88,50915.0,245818.76,,,,,,0.0,4.0,0.14822305691996532,1539.0,10383.0,,,,,
5735,2000,General,"Niven, David ",Niven,David ,DEM,STR,88,43645.21,245818.76,,,,,,0.0,3.0,0.1886737937012424,1959.0,10383.0,,,,,
5796,2000,General,"Silver, Barry ",Silver,Barry ,DEM,STR,88,22251.61,245818.76,,,,,,1.0,1.0,0.3743619377829144,3887.0,10383.0,0.0,2.0,0.48443249363147467,3423.0,7066.0
5892,2000,General,"Westcott, Doug ",Westcott,Doug ,DEM,STR,88,3868.89,245818.76,,,,,,0.0,5.0,0.028219204468843302,293.0,10383.0,,,,,
5524,2000,General,"Slosberg, Irving ",Slosberg,Irving ,DEM,STR,89,239575.92,414245.26,1.0,1.0,0.9995949172778441,46885.0,46904.0,1.0,1.0,0.3857412653446648,4085.0,10590.0,1.0,1.0,0.504690002287806,4412.0,8742.0
5626,2000,General,"Levine, Curt ",Levine,Curt ,DEM,STR,89,116532.74,414245.26,,,,,,0.0,2.0,0.3821529745042493,4047.0,10590.0,0.0,2.0,0.49530999771219403,4330.0,8742.0
5741,2000,General,"Bush, Bobra ",Bush,Bobra ,DEM,STR,89,39118.6,414245.26,,,,,,0.0,3.0,0.15448536355051937,1636.0,10590.0,,,,,
5805,2000,General,"Shepard, Marc ",Shepard,Marc ,DEM,STR,89,19018.0,414245.26,,,,,,0.0,4.0,0.07762039660056658,822.0,10590.0,,,,,
5503,2000,General,"Keiser, Belinda ",Keiser,Belinda ,DEM,STR,90,362533.99,493088.5,,,,,,0.0,2.0,0.4819950124688279,4832.0,10025.0,,,,,
5610,2000,General,"Weissman, Mark ",Weissman,Mark ,DEM,STR,90,130554.51,493088.5,,,,,,1.0,1.0,0.5180049875311721,5193.0,10025.0,,,,,
5487,2000,General,"Mack, Connie ",Mack,Connie ,REP,STR,91,631710.69,789082.0099999999,1.0,1.0,0.5641006851573663,30792.0,54586.0,1.0,1.0,0.5549972840847366,4087.0,7364.0,,,,,
5734,2000,General,"De Gennaro, Vincent A.",De Gennaro,Vincent A.,REP,STR,91,45312.95,789082.0099999999,,,,,,,,,,,,,,,
5755,2000,General,"Pagans, Lynn Spinella",Pagans,Lynn Spinella,REP,STR,91,36393.79,789082.0099999999,,,,,,0.0,2.0,0.44500271591526347,3277.0,7364.0,,,,,
5936,2000,General,"Stehlin, Robert M.",Stehlin,Robert M.,REP,STR,91,680.0,789082.0099999999,,,,,,,,,,,,,,,
5675,2000,General,"Rader, Kevin J.",Rader,Kevin J.,DEM,STR,91,74984.58,789082.0099999999,0.0,2.0,0.43589931484263367,23794.0,54586.0,0.0,1.0,0.1670353982300885,1057.0,6328.0,,,,,
5752,2000,General,"Greep Jr., Stephen M",Greep Jr.,Stephen M,REP,STR,92,37090.0,152050.0,0.0,2.0,0.3945225005090613,15500.0,39288.0,,,,,,,,,,
5628,2000,General,"Seiler, John P. 'Jack'",Seiler,John P. 'Jack',DEM,STR,92,114960.0,152050.0,1.0,1.0,0.6054774994909388,23788.0,39288.0,,,,,,,,,,
5737,2000,General,"Smith, Christopher L.",Smith,Christopher L.,DEM,STR,93,41037.21,41037.21,0.0,1.0,0.21227089288717,10099.0,47576.0,1.0,1.0,0.7201296696511269,4665.0,6478.0,,,,,
5641,2000,General,"Meadows, Matthew 'Matt'",Meadows,Matthew 'Matt',DEM,STR,94,101024.78,175321.33,,,,,,1.0,1.0,0.48345250255362615,4733.0,9790.0,1.0,1.0,0.5121749213185357,3092.0,6037.0
5691,2000,General,"Jackson, Clarence 'CJ' ",Jackson,Clarence 'CJ' ,DEM,STR,94,63000.46,175321.33,,,,,,0.0,2.0,0.4345250255362615,4254.0,9790.0,0.0,2.0,0.4878250786814643,2945.0,6037.0
5840,2000,General,"Valias-Jean, Alain ",Valias-Jean,Alain ,DEM,STR,94,11296.09,175321.33,,,,,,0.0,3.0,0.08202247191011236,803.0,9790.0,,,,,
5717,2000,General,"Greenstein, Ron ",Greenstein,Ron ,DEM,STR,95,52006.62,52006.62,,,,,,,,,,,,,,,
5904,2000,General,"Kaufman, Joseph  'Joe' ",Kaufman,Joseph  'Joe' ,REP,STR,96,2540.6,125922.85,0.0,2.0,0.3151948740184034,13085.0,41514.0,,,,,,,,,,
5615,2000,General,"Ritter, Stacy ",Ritter,Stacy ,DEM,STR,96,123382.25,125922.85,1.0,1.0,0.6848051259815966,28429.0,41514.0,,,,,,,,,,
5861,2000,General,"Garner, Eric E.",Garner,Eric E.,REP,STR,97,7683.1,196005.84,0.0,2.0,0.3802228233695304,29657.0,77999.0,1.0,1.0,0.6194992412746586,1633.0,2636.0,,,,,
5874,2000,General,"Lassner, Kip O.",Lassner,Kip O.,REP,STR,97,6055.0,196005.84,,,,,,0.0,2.0,0.38050075872534145,1003.0,2636.0,,,,,
5551,2000,General,"Rich, Nan H.",Rich,Nan H.,DEM,STR,97,182267.74,196005.84,1.0,1.0,0.6197771766304696,48342.0,77999.0,,,,,,,,,,
5879,2000,General,"Appleman, Craig ",Appleman,Craig ,REP,STR,98,5564.0,95337.81,0.0,2.0,0.32806799804430403,17446.0,53178.0,,,,,,,,,,
5715,2000,General,"Wishner, Roger Brian",Wishner,Roger Brian,DEM,STR,98,52873.81,95337.81,1.0,1.0,0.6719320019556959,35732.0,53178.0,,,,,,,,,,
5753,2000,General,"Effman, Steven W.",Effman,Steven W.,DEM,STR,98,36900.0,95337.81,,,,,,,,,,,,,,,
5727,2000,General,"Ryan, Tim ",Ryan,Tim ,DEM,STR,99,47541.78,47541.78,,,,,,,,,,,,,,,
5876,2000,General,"Spivey, Eric J",Spivey,Eric J,REP,STR,100,5812.8,148984.94999999998,0.0,2.0,0.2707107511263202,10996.0,40619.0,,,,,,,,,,
5590,2000,General,"Sobel, Eleanor ",Sobel,Eleanor ,DEM,STR,100,143172.15,148984.94999999998,1.0,1.0,0.7292892488736799,29623.0,40619.0,,,,,,,,,,
5713,2000,General,"Gottlieb, Kenneth A.",Gottlieb,Kenneth A.,DEM,STR,101,53208.0,53208.0,,,,,,,,,,,,,,,
5537,2000,General,"Arza, Rafael 'Ralph'",Arza,Rafael 'Ralph',REP,STR,102,195498.9,222317.82,,,,,,1.0,1.0,0.6800724411415725,10890.0,16013.0,,,,,
5830,2000,General,"Serra, Frank ",Serra,Frank ,REP,STR,102,13565.5,222317.82,,,,,,0.0,2.0,0.16043214887903579,2569.0,16013.0,,,,,
5832,2000,General,"Rivera, Hector ",Rivera,Hector ,REP,STR,102,13253.42,222317.82,,,,,,0.0,3.0,0.15949540997939174,2554.0,16013.0,,,,,
5954,2000,General,"Bonsenor, Jorge I.",Bonsenor,Jorge I.,NPA,STR,103,150.0,173534.41,,,,,,,,,,,,,,,
5573,2000,General,"Holloway, Wilbert 'Tee'",Holloway,Wilbert 'Tee',DEM,STR,103,156506.99,173534.41,,,,,,1.0,1.0,0.7534411977783144,9360.0,12423.0,,,,,
5850,2000,General,"Williams, Anthony ",Williams,Anthony ,DEM,STR,103,9094.0,173534.41,0.0,1.0,0.44744710399477167,27386.0,61205.0,1.0,2.0,0.533853848969135,4376.0,8197.0,,,,,
5886,2000,General,"Kelly, Willie B.",Kelly,Willie B.,DEM,STR,103,4783.42,173534.41,,,,,,,,,,,,,,,
5899,2000,General,"Crespo, Henry ",Crespo,Henry ,DEM,STR,103,3000.0,173534.41,,,,,,,,,,,,,,,
5824,2000,General,"Wilson, Frederica S.",Wilson,Frederica S.,DEM,STR,104,14630.85,14630.85,,,,,,,,,,,,,,,
5682,2000,General,"Heyman, Sally A.",Heyman,Sally A.,DEM,STR,105,70152.0,70152.0,,,,,,,,,,,,,,,
5923,2000,General,"Calhoun, Mike ",Calhoun,Mike ,NPA,STR,106,1805.0,513775.26,0.0,2.0,0.15232276725104776,5161.0,33882.0,,,,,,,,,,
5530,2000,General,"Geller, Joseph 'Joe' ",Geller,Joseph 'Joe' ,DEM,STR,106,226518.42,513775.26,,,,,,0.0,2.0,0.26282051282051283,1968.0,7488.0,,,,,
5536,2000,General,"Gelber, Dan ",Gelber,Dan ,DEM,STR,106,195525.62,513775.26,1.0,1.0,0.8476772327489522,28721.0,33882.0,1.0,1.0,0.6237980769230769,4671.0,7488.0,,,,,
5684,2000,General,"Cohen, Ken ",Cohen,Ken ,DEM,STR,106,69303.85,513775.26,,,,,,,,,,,,,,,
5802,2000,General,"Kinzer, Mitchell ",Kinzer,Mitchell ,DEM,STR,106,20622.37,513775.26,,,,,,0.0,3.0,0.11338141025641026,849.0,7488.0,,,,,
5665,2000,General,"Barreiro, Gustavo A.",Barreiro,Gustavo A.,REP,STR,107,82996.45,82996.45,,,,,,,,,,,,,,,
5827,2000,General,"Thompson, Reginald ",Thompson,Reginald ,REP,STR,108,14099.42,111400.40999999999,0.0,2.0,0.163135671011566,4443.0,27235.0,,,,,,,,,,
5937,2000,General,"Camps, Jesus A.",Camps,Jesus A.,NPA,STR,108,642.59,111400.40999999999,0.0,3.0,0.019386818432164495,528.0,27235.0,,,,,,,,,,
5660,2000,General,"Brutus, Phillip J.",Brutus,Phillip J.,DEM,STR,108,87706.68,111400.40999999999,1.0,1.0,0.8174775105562695,22264.0,27235.0,1.0,1.0,0.6330815374361253,5699.0,9002.0,,,,,
5856,2000,General,"Black, Daisy M.",Black,Daisy M.,DEM,STR,108,8651.72,111400.40999999999,,,,,,0.0,2.0,0.36691846256387467,3303.0,9002.0,,,,,
5946,2000,General,"Dawson, Bennie ""Ben""",Dawson,"Bennie ""Ben""",DEM,STR,108,300.0,111400.40999999999,,,,,,,,,,,,,,,
5631,2000,General,"Bendross-Mindingall, Dorothy ",Bendross-Mindingall,Dorothy ,DEM,STR,109,113016.96,249074.14,1.0,1.0,0.9998923457853375,18576.0,18578.0,1.0,1.0,0.2777374031007752,2293.0,8256.0,1.0,1.0,0.5243952439524395,1279.0,2439.0
5644,2000,General,"Colyer, Jacqui ",Colyer,Jacqui ,DEM,STR,109,98976.9,249074.14,,,,,,0.0,2.0,0.2549660852713178,2105.0,8256.0,0.0,2.0,0.4756047560475605,1160.0,2439.0
5825,2000,General,"Bush, Bernadine ",Bush,Bernadine ,DEM,STR,109,14465.97,249074.14,,,,,,0.0,3.0,0.15448536355051937,1636.0,10590.0,,,,,
5848,2000,General,"Davis, Phil ",Davis,Phil ,DEM,STR,109,9820.22,249074.14,,,,,,0.0,4.0,0.08272771317829457,683.0,8256.0,,,,,
5870,2000,General,"Ramos, Victor M.",Ramos,Victor M.,DEM,STR,109,6515.0,249074.14,,,,,,0.0,5.0,0.05910852713178295,488.0,8256.0,,,,,
5891,2000,General,"Hester, Billy ",Hester,Billy ,DEM,STR,109,3944.09,249074.14,,,,,,0.0,7.0,0.0345203488372093,285.0,8256.0,,,,,
5909,2000,General,"Hardemon, Roy ",Hardemon,Roy ,DEM,STR,109,2335.0,249074.14,,,,,,0.0,6.0,0.04639050387596899,383.0,8256.0,,,,,
5677,2000,General,"Garcia, Rene ",Garcia,Rene ,REP,STR,110,73715.0,99968.0,0.0,1.0,0.42386294218914866,15265.0,36014.0,1.0,1.0,0.5479410423947728,7212.0,13162.0,,,,,
5783,2000,General,"Perez, Andres 'Andy'",Perez,Andres 'Andy',REP,STR,110,26253.0,99968.0,,,,,,0.0,2.0,0.4520589576052272,5950.0,13162.0,,,,,
5750,2000,General,"Rubio, Marco ",Rubio,Marco ,REP,STR,111,37286.88,37286.88,,,,,,,,,,,,,,,
5629,2000,General,"Diaz-Balart, Mario ",Diaz-Balart,Mario ,REP,STR,112,114550.02,114550.02,,,,,,,,,,,,,,,
5532,2000,General,"Prieguez, Manuel ",Prieguez,Manuel ,REP,STR,113,213680.53,406062.49,,,,,,1.0,1.0,0.5632940632940633,4877.0,8658.0,,,,,
5541,2000,General,"Carollo, Frank ",Carollo,Frank ,REP,STR,113,192381.96,406062.49,,,,,,0.0,2.0,0.4367059367059367,3781.0,8658.0,,,,,
5586,2000,General,"Cantens, Gaston ",Cantens,Gaston ,REP,STR,114,144538.34,167303.34,,,,,,1.0,1.0,0.7868275515334339,10955.0,13923.0,,,,,
5795,2000,General,"Diaz, Roberto J.",Diaz,Roberto J.,REP,STR,114,22765.0,167303.34,,,,,,0.0,2.0,0.2131724484665661,2968.0,13923.0,,,,,
5710,2000,General,"Diaz de la Portilla, Renier ",Diaz de la Portilla,Renier ,REP,STR,115,56000.0,56000.0,1.0,1.0,0.9999254954552228,26842.0,26844.0,,,,,,,,,,
5693,2000,General,"Garcia, Alina ",Garcia,Alina ,REP,STR,116,62219.62,196946.3,0.0,2.0,0.42386294218914866,15265.0,36014.0,1.0,1.0,0.5479410423947728,7212.0,13162.0,,,,,
5603,2000,General,"Betancourt, Annie ",Betancourt,Annie ,DEM,STR,116,134726.68,196946.3,1.0,1.0,0.5761370578108513,20749.0,36014.0,,,,,,,,,,
5515,2000,General,"Lacasa, Carlos ",Lacasa,Carlos ,REP,STR,117,290850.0,354407.0,1.0,1.0,0.999959905376689,24940.0,24941.0,1.0,1.0,0.5111480539800508,5227.0,10226.0,,,,,
5696,2000,General,"Alliegro, Ana ",Alliegro,Ana ,REP,STR,117,61607.0,354407.0,,,,,,0.0,2.0,0.4279288089184432,4376.0,10226.0,,,,,
5918,2000,General,"Penland, John Robert",Penland,John Robert,REP,STR,117,1950.0,354407.0,,,,,,0.0,3.0,0.060923137101505966,623.0,10226.0,,,,,
5729,2000,General,"Bullard, Edward B.",Bullard,Edward B.,DEM,STR,118,46661.34,125806.93,1.0,1.0,1.0,27819.0,27819.0,1.0,1.0,0.30223682815647196,2851.0,9433.0,1.0,1.0,0.5075939248601119,1270.0,2502.0
5774,2000,General,"Jones, Donald ",Jones,Donald ,DEM,STR,118,29076.92,125806.93,,,,,,0.0,2.0,0.18096045796671262,1707.0,9433.0,0.0,2.0,0.4924060751398881,1232.0,2502.0
5816,2000,General,"Lane, Angela Solomon",Lane,Angela Solomon,DEM,STR,118,16532.34,125806.93,,,,,,0.0,4.0,0.17618997137708045,1662.0,9433.0,,,,,
5823,2000,General,"Sewell, Joseph G.",Sewell,Joseph G.,DEM,STR,118,14733.93,125806.93,,,,,,0.0,5.0,0.08300646665959928,783.0,9433.0,,,,,
5835,2000,General,"Andrews, Israel J.",Andrews,Israel J.,DEM,STR,118,12944.18,125806.93,,,,,,0.0,3.0,0.17788614438672745,1678.0,9433.0,,,,,
5875,2000,General,"Wood, Denny 'The T-Shirt Man'",Wood,Denny 'The T-Shirt Man',DEM,STR,118,5858.22,125806.93,,,,,,0.0,6.0,0.07972013145340824,752.0,9433.0,,,,,
5632,2000,General,"David, Tom ",David,Tom ,REP,STR,119,113015.35,291398.01,0.0,3.0,0.489327315972434,16047.0,32794.0,,,,,,,,,,
5560,2000,General,"Lerner, Cindy ",Lerner,Cindy ,DEM,STR,119,168431.06,291398.01,1.0,2.0,0.510672684027566,16747.0,32794.0,1.0,1.0,0.8329646017699115,5271.0,6328.0,,,,,
5858,2000,General,"Rader, Fred ",Rader,Fred ,DEM,STR,119,8129.8,291398.01,0.0,1.0,0.43589931484263367,23794.0,54586.0,0.0,2.0,0.1670353982300885,1057.0,6328.0,,,,,
5922,2000,General,"Diaz, Alexander 'Alex' ",Diaz,Alexander 'Alex' ,DEM,STR,119,1821.8,291398.01,,,,,,,,,,,,,,,
5558,2000,General,"Sorensen, Ken ",Sorensen,Ken ,REP,STR,120,170101.9,249320.81,1.0,1.0,0.5042320369149638,19123.0,37925.0,,,,,,,,,,
5669,2000,General,"Herron, Ron ",Herron,Ron ,DEM,STR,120,79218.91,249320.81,0.0,2.0,0.49576796308503623,18802.0,37925.0,,,,,,,,,,
5491,2000,General,"Peaden, Durell ",Peaden,Durell ,REP,STS,1,530835.8,766784.24,1.0,1.0,0.5803228392161198,83982.0,144716.0,,,,,,,,,,
5527,2000,General,"Ritchie, DeeDee ",Ritchie,DeeDee ,DEM,STS,1,235948.44,766784.24,0.0,2.0,0.4196771607838802,60734.0,144716.0,,,,,,,,,,
5679,2000,General,"Heuchan, Brecht ",Heuchan,Brecht ,REP,STS,3,71054.9,1107327.16,0.0,2.0,0.3484190948543087,51142.0,146783.0,,,,,,,,,,
5494,2000,General,"Boyd, Janegale ",Boyd,Janegale ,DEM,STS,3,494302.92,1107327.16,,,,,,0.0,2.0,0.3134164018509227,22487.0,71748.0,0.0,2.0,0.4125274997676076,26627.0,64546.0
5518,2000,General,"Lawson, Alfred 'Al'",Lawson,Alfred 'Al',DEM,STS,3,265461.41,1107327.16,1.0,1.0,0.6514310240286681,95619.0,146783.0,1.0,1.0,0.39418520376874616,28282.0,71748.0,1.0,1.0,0.5874725002323924,37919.0,64546.0
5520,2000,General,"Boone, Eddie ",Boone,Eddie ,DEM,STS,3,260690.43,1107327.16,,,,,,0.0,3.0,0.2261944583821152,16229.0,71748.0,,,,,
5822,2000,General,"Fenn, Dean J.",Fenn,Dean J.,DEM,STS,3,15187.5,1107327.16,,,,,,0.0,4.0,0.06620393599821597,4750.0,71748.0,,,,,
5939,2000,General,"Thomas, Pat ",Thomas,Pat ,DEM,STS,3,630.0,1107327.16,,,,,,,,,,,,,,,
5513,2000,General,"Casey, Bob ",Casey,Bob ,REP,STS,5,292118.75,896686.08,0.0,2.0,0.4334666336851363,63085.0,145536.0,,,,,,,,,,
5940,2000,General,"Kirkpatrick, George G.",Kirkpatrick,George G.,REP,STS,5,600.0,896686.08,,,,,,,,,,,,,,,
5493,2000,General,"Smith, Rod ",Smith,Rod ,DEM,STS,5,507130.94,896686.08,1.0,1.0,0.5655026934916447,82301.0,145536.0,1.0,1.0,0.6159231627540639,28152.0,45707.0,,,,,
5649,2000,General,"Chestnut, Cynthia Moore",Chestnut,Cynthia Moore,DEM,STS,5,96836.39,896686.08,,,,,,0.0,2.0,0.38407683724593605,17555.0,45707.0,,,,,
5522,2000,General,"Clary, Charlie ",Clary,Charlie ,REP,STS,7,252287.45,256297.45,,,,,,,,,,,,,,,
5890,2000,General,"Milligan, Bob ",Milligan,Bob ,DEM,STS,7,4010.0,256297.45,,,,,,,,,,,,,,,
5488,2000,General,"Constantine, Lee ",Constantine,Lee ,REP,STS,9,585627.84,797596.5599999999,1.0,1.0,0.6027128422579171,76471.0,126878.0,1.0,1.0,0.7634413179515559,17934.0,23491.0,,,,,
5633,2000,General,"Cannon, Kevin ",Cannon,Kevin ,REP,STS,9,109715.28,797596.5599999999,,,,,,0.0,2.0,0.23655868204844407,5557.0,23491.0,,,,,
5695,2000,General,"Starks, Bob ",Starks,Bob ,REP,STS,9,61634.17,797596.5599999999,,,,,,,,,,,,,,,
5767,2000,General,"Sublette, Bill ",Sublette,Bill ,REP,STS,9,31266.61,797596.5599999999,,,,,,,,,,,,,,,
5867,2000,General,"Ellman, Ron ",Ellman,Ron ,DEM,STS,9,6796.67,797596.5599999999,0.0,2.0,0.39728715774208295,50407.0,126878.0,1.0,1.0,0.6740252803987894,7572.0,11234.0,,,,,
5903,2000,General,"Villard, Steve ",Villard,Steve ,DEM,STS,9,2555.99,797596.5599999999,,,,,,0.0,2.0,0.3259747196012106,3662.0,11234.0,,,,,
5492,2000,General,"Cowin, Anna ",Cowin,Anna ,REP,STS,11,527651.83,870136.5499999999,1.0,1.0,0.5720955154833336,107836.0,188493.0,1.0,1.0,0.6445790286189289,27140.0,42105.0,,,,,
5572,2000,General,"Kelly, Everett ",Kelly,Everett ,REP,STS,11,156588.51,870136.5499999999,,,,,,0.0,2.0,0.35542097138107115,14965.0,42105.0,,,,,
5547,2000,General,"Scales, Leslie ",Scales,Leslie ,DEM,STS,11,185896.21,870136.5499999999,0.0,2.0,0.4279044845166664,80657.0,188493.0,,,,,,,,,,
5502,2000,General,"Crist, Victor ",Crist,Victor ,REP,STS,13,366008.86,667765.48,1.0,1.0,0.5214485204129664,83085.0,159335.0,1.0,1.0,0.6864606675315486,11641.0,16958.0,,,,,
5743,2000,General,"Culp, Faye ",Culp,Faye ,REP,STS,13,38734.89,667765.48,,,,,,0.0,2.0,0.23068758108267484,3912.0,16958.0,,,,,
5927,2000,General,"Reynaert, David ",Reynaert,David ,REP,STS,13,1710.0,667765.48,,,,,,0.0,3.0,0.08285175138577662,1405.0,16958.0,,,,,
5519,2000,General,"Castor, Kathy ",Castor,Kathy ,DEM,STS,13,261311.73,667765.48,0.0,2.0,0.4785514795870336,76250.0,159335.0,,,,,,,,,,
5495,2000,General,"Posey, Bill ",Posey,Bill ,REP,STS,15,450689.59,710339.0800000001,1.0,1.0,0.5184189229661443,81356.0,156931.0,1.0,1.0,0.6477638870988529,20104.0,31036.0,,,,,
5624,2000,General,"Goode, Harry ",Goode,Harry ,REP,STS,15,118872.0,710339.0800000001,,,,,,,,,,,,,,,
5595,2000,General,"Lombardi, Lisa ",Lombardi,Lisa ,DEM,STS,15,140777.49,710339.0800000001,0.0,2.0,0.48158107703385566,75575.0,156931.0,,,,,,,,,,
5690,2000,General,"Laurent, John ",Laurent,John ,REP,STS,17,64050.0,64050.0,,,,,,,,,,,,,,,
5499,2000,General,"Latvala, Jack ",Latvala,Jack ,REP,STS,19,403629.14,403629.14,,,,,,,,,,,,,,,
5569,2000,General,"Bradley, Rudolph 'Rudy' ",Bradley,Rudolph 'Rudy' ,REP,STS,21,159129.47,477237.41000000003,0.0,2.0,0.262170039724514,22307.0,85086.0,,,,,,,,,,
5926,2000,General,"Weeks, David ",Weeks,David ,REP,STS,21,1741.2,477237.41000000003,,,,,,,,,,,,,,,
5931,2000,General,"CoLJohn, Kim ",CoLJohn,Kim ,NPA,STS,21,1218.32,477237.41000000003,0.0,3.0,0.033413252473967515,2843.0,85086.0,,,,,,,,,,
5525,2000,General,"Miller, Lesley 'Les'",Miller,Lesley 'Les',DEM,STS,21,237782.32,477237.41000000003,1.0,1.0,0.7044167078015184,59936.0,85086.0,1.0,1.0,0.5426020977460388,12157.0,22405.0,,,,,
5670,2000,General,"Jamerson, Doug ",Jamerson,Doug ,DEM,STS,21,77366.1,477237.41000000003,,,,,,0.0,2.0,0.45739790225396115,10248.0,22405.0,,,,,
5562,2000,General,"Lee, Tom ",Lee,Tom ,REP,STS,23,165121.25,165121.25,,,,,,,,,,,,,,,
5600,2000,General,"Saunders, Burt ",Saunders,Burt ,REP,STS,25,135731.47,135731.47,,,,,,,,,,,,,,,
5486,2000,General,"Pruitt, Ken ",Pruitt,Ken ,REP,STS,27,777360.27,1205575.25,1.0,1.0,0.8269991655360721,145685.0,176161.0,1.0,1.0,0.5468329287133084,24777.0,45310.0,,,,,
5498,2000,General,"Merchant, Sharon J.",Merchant,Sharon J.,REP,STS,27,409308.95,1205575.25,,,,,,0.0,2.0,0.33882145221805343,15352.0,45310.0,,,,,
5821,2000,General,"Rich, Jeff ",Rich,Jeff ,REP,STS,27,15310.15,1205575.25,,,,,,0.0,3.0,0.11434561906863827,5181.0,45310.0,,,,,
5894,2000,General,"Clabo, Desere' ",Clabo,Desere' ,REF,STS,27,3595.88,1205575.25,0.0,2.0,0.17290433183281204,30459.0,176161.0,,,,,,,,,,
5666,2000,General,"Geller, Steven A.",Geller,Steven A.,DEM,STS,29,82085.1,82085.1,,,,,,,,,,,,,,,
5490,2000,General,"Sanderson, Debby P.",Sanderson,Debby P.,REP,STS,31,552904.6,893684.3899999999,1.0,1.0,0.5289270134535723,72143.0,136395.0,,,,,,,,,,
5784,2000,General,"Scott, Jim ",Scott,Jim ,REP,STS,31,25700.0,893684.3899999999,,,,,,,,,,,,,,,
5510,2000,General,"Gillespie, John ",Gillespie,John ,DEM,STS,31,312568.79,893684.3899999999,0.0,2.0,0.47107298654642765,64252.0,136395.0,1.0,1.0,0.7027196840499057,7829.0,11141.0,,,,,
5905,2000,General,"Beatty, John A.",Beatty,John A.,DEM,STS,31,2511.0,893684.3899999999,,,,,,0.0,2.0,0.29728031595009424,3312.0,11141.0,,,,,
5866,2000,General,"Jennings, Ken ",Jennings,Ken ,REP,STS,32,6945.0,323941.04,0.0,2.0,0.33608280669548446,54191.0,161243.0,,,,,,,,,,
